YEAR,SERIAL,PERNUM,PERWT,SPLOC,SEX,AGE,MARST,RACE,HISPAN,BPL,BPLD,NATIVITY,RACE_SP,HISPAN_SP,BPL_SP,BPLD_SP,NATIVITY_SP,REGION,REGION_SP,COUNTRY,COUNTRY_SP,SPOUSE_CATEGORY,MARRIAGE_TYPE
2010,4042388,1,9.0,2,2,39,1.0,7,4,300,30050,,9.0,0.0,36.0,3600.0,,South America,United States,South America (ns),United States,US-Born,Married US-born
2020,6343465,1,8.0,2,1,76,1.0,1,0,414,41400,,1.0,0.0,48.0,4800.0,,United Kingdom,United States,Code 414,United States,US-Born,Married US-born
2015,2872333,4,37.0,3,2,73,1.0,1,4,210,21030,,1.0,4.0,210.0,21030.0,,Central America/Caribbean,Central America/Caribbean,Central America (ns),Central America (ns),Central America (ns),Same Country
2010,5527196,4,70.0,1,2,42,1.0,1,1,200,20000,,1.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
2015,5678020,1,26.0,2,2,54,1.0,1,0,300,30015,,1.0,0.0,26.0,2600.0,,South America,United States,South America (ns),United States,US-Born,Married US-born
2020,5253931,1,37.0,2,1,78,1.0,2,0,600,60065,,2.0,0.0,600.0,60065.0,,Africa,Africa,Africa (ns),Africa (ns),Africa (ns),Same Country
2020,5671378,2,51.0,1,2,27,1.0,1,2,110,11000,,1.0,2.0,110.0,11000.0,,US Territory,US Territory,Puerto Rico,Puerto Rico,Puerto Rico,Same Country
1930,949188,2,20.17,1,2,46,1.0,1,0,411,41100,5.0,1.0,0.0,411.0,41100.0,5.0,United Kingdom,United Kingdom,Channel Islands,Channel Islands,Channel Islands,Same Country
1930,585915,1,20.11,2,1,53,1.0,1,0,434,43400,5.0,1.0,0.0,434.0,43400.0,5.0,Scandinavia,Scandinavia,Iceland,Iceland,Iceland,Same Country
2010,1336625,2,33.0,1,2,57,1.0,1,2,110,11000,,1.0,2.0,36.0,3600.0,,US Territory,United States,Puerto Rico,United States,US-Born,Married US-born
2023,6413931,2,10.0,1,1,58,1.0,2,0,600,60031,,2.0,0.0,600.0,60031.0,,Africa,Africa,Africa (ns),Africa (ns),Africa (ns),Same Country
1990,4463902,2,18.0,1,1,39,1.0,2,0,260,26020,,2.0,0.0,260.0,26020.0,,Central America/Caribbean,Central America/Caribbean,West Indies (ns),West Indies (ns),West Indies (ns),Same Country
2023,4412527,1,6.0,2,1,57,1.0,6,0,512,51200,,6.0,0.0,512.0,51200.0,,China,China,Macau,Macau,Macau,Same Country
2010,5429356,2,20.0,1,2,30,1.0,7,1,200,20000,,1.0,0.0,5.0,500.0,,Mexico,United States,Mexico,United States,US-Born,Married US-born
2023,2337245,1,14.0,2,2,55,1.0,1,0,451,45100,,1.0,0.0,451.0,45100.0,,Central Europe,Central Europe,Hungary,Hungary,Hungary,Same Country
1990,3786422,1,23.0,2,1,67,1.0,1,0,434,43400,,1.0,0.0,434.0,43400.0,,Scandinavia,Scandinavia,Iceland,Iceland,Iceland,Same Country
2020,5688380,2,17.0,1,2,59,1.0,1,0,501,50100,,1.0,0.0,48.0,4800.0,,Japan,United States,Japan,United States,US-Born,Married US-born
2000,2756978,8,32.0,7,2,63,1.0,6,0,521,52140,,6.0,0.0,521.0,52140.0,,India,India,India,India,India,Same Country
2023,1435315,1,6.0,2,1,84,1.0,1,3,250,25000,,1.0,3.0,250.0,25000.0,,Central America/Caribbean,Central America/Caribbean,Cuba,Cuba,Cuba,Same Country
2010,894488,2,28.0,1,2,22,1.0,6,0,511,51100,,6.0,0.0,6.0,600.0,,China,United States,Hong Kong,United States,US-Born,Married US-born
2020,4629512,1,17.0,2,2,42,1.0,1,0,413,41300,,1.0,1.0,17.0,1700.0,,United Kingdom,United States,United Kingdom (ns),United States,US-Born,Married US-born
2020,3289192,1,25.0,2,2,69,1.0,1,0,150,15000,,1.0,0.0,30.0,3000.0,,Canada,United States,Canada,United States,US-Born,Married US-born
2015,4049274,2,20.0,1,2,55,1.0,6,0,502,50200,,6.0,0.0,502.0,50200.0,,Korea,Korea,Korea,Korea,Korea,Same Country
2023,5297364,2,16.0,1,2,68,1.0,1,0,455,45500,,1.0,0.0,42.0,4200.0,,Central Europe,United States,Romania,United States,US-Born,Married US-born
2010,4993471,1,90.0,2,1,54,1.0,1,0,522,52200,,1.0,0.0,522.0,52200.0,,South Asia,South Asia,Pakistan,Pakistan,Pakistan,Same Country
2010,2950112,2,13.0,1,2,66,1.0,1,0,465,46530,,1.0,0.0,465.0,46530.0,,Spain/Portugal,Spain/Portugal,Spain,Spain,Spain,Same Country
2010,1553381,1,16.0,2,1,68,1.0,1,0,465,46530,,1.0,0.0,39.0,3900.0,,Spain/Portugal,United States,Spain,United States,US-Born,Married US-born
2023,241728,1,18.0,2,1,51,1.0,7,2,110,11000,,1.0,0.0,6.0,600.0,,US Territory,United States,Puerto Rico,United States,US-Born,Married US-born
2020,5154293,2,16.0,1,2,55,1.0,6,0,521,52100,,6.0,0.0,600.0,60045.0,,India,Africa,India,Africa (ns),Africa (ns),Different Region
2023,6675293,1,15.0,2,1,46,1.0,6,0,517,51700,,6.0,0.0,517.0,51700.0,,Vietnam,Vietnam,Vietnam,Vietnam,Vietnam,Same Country
2015,6382707,2,19.0,1,2,60,1.0,1,0,413,41300,,3.0,0.0,40.0,4000.0,,United Kingdom,United States,United Kingdom (ns),United States,US-Born,Married US-born
1900,168872,2,18.93,1,2,54,1.0,1,0,414,41400,5.0,1.0,0.0,414.0,41400.0,5.0,United Kingdom,United Kingdom,Code 414,Code 414,Code 414,Same Country
2010,3314334,2,10.0,1,2,64,1.0,1,0,434,43400,,1.0,0.0,434.0,43400.0,,Scandinavia,Scandinavia,Iceland,Iceland,Iceland,Same Country
2010,5229906,2,16.0,1,1,29,1.0,1,0,453,45300,,1.0,0.0,39.0,3900.0,,Poland,United States,Poland,United States,US-Born,Married US-born
2015,5159989,2,20.0,1,2,37,1.0,5,0,501,50100,,5.0,0.0,501.0,50100.0,,Japan,Japan,Japan,Japan,Japan,Same Country
2020,304415,2,21.0,1,2,61,1.0,1,0,517,51700,,1.0,0.0,5.0,500.0,,Vietnam,United States,Vietnam,United States,US-Born,Married US-born
2023,2182608,1,1.0,2,1,57,1.0,1,0,453,45300,,1.0,0.0,17.0,1700.0,,Poland,United States,Poland,United States,US-Born,Married US-born
2000,2631923,1,11.0,2,1,52,1.0,6,0,502,50200,,6.0,0.0,502.0,50200.0,,Korea,Korea,Korea,Korea,Korea,Same Country
1980,1014748,2,20.0,1,2,58,1.0,1,0,405,40500,,1.0,0.0,405.0,40500.0,,United Kingdom,United Kingdom,United Kingdom (ns),United Kingdom (ns),United Kingdom (ns),Same Country
2023,3064670,1,13.0,2,2,46,1.0,1,0,414,41400,,1.0,0.0,414.0,41400.0,,United Kingdom,United Kingdom,Code 414,Code 414,Code 414,Same Country
2020,3867446,2,42.0,1,2,58,1.0,1,4,260,26010,,1.0,4.0,260.0,26010.0,,Central America/Caribbean,Central America/Caribbean,West Indies (ns),West Indies (ns),West Indies (ns),Same Country
2015,2014643,2,30.0,1,2,34,1.0,1,0,599,59900,,1.0,0.0,599.0,59900.0,,Asia (Other),Asia (Other),Asia (ns),Asia (ns),Asia (ns),Same Country
2023,4022256,1,24.0,2,2,36,1.0,6,0,521,52100,,6.0,0.0,521.0,52100.0,,India,India,India,India,India,Same Country
2010,1926645,2,5.0,1,2,45,1.0,1,0,456,45600,,1.0,0.0,457.0,45710.0,,Central Europe,Central Europe,Albania,Yugoslavia,Yugoslavia,Same Region
2010,371450,2,18.0,1,2,58,1.0,7,4,210,21040,,7.0,4.0,210.0,21040.0,,Central America/Caribbean,Central America/Caribbean,Central America (ns),Central America (ns),Central America (ns),Same Country
2000,5944438,1,28.0,2,1,30,1.0,1,1,200,20000,,1.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
1900,335809,5,19.23,4,2,75,1.0,1,0,453,45300,5.0,1.0,0.0,453.0,45300.0,5.0,Poland,Poland,Poland,Poland,Poland,Same Country
2015,456445,2,11.0,1,2,45,1.0,6,0,521,52100,,6.0,0.0,521.0,52100.0,,India,India,India,India,India,Same Country
2023,6165480,2,33.0,1,2,65,1.0,7,1,200,20000,,7.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
1930,901212,1,20.32,2,1,48,1.0,1,0,453,45300,5.0,1.0,0.0,18.0,1800.0,4.0,Poland,United States,Poland,United States,US-Born,Married US-born
2023,137145,2,17.0,1,2,47,1.0,6,0,518,51800,,6.0,0.0,518.0,51800.0,,Southeast Asia,Southeast Asia,Thailand,Thailand,Thailand,Same Country
1980,1908143,1,20.0,2,1,43,1.0,1,0,455,45500,,1.0,0.0,25.0,2500.0,,Central Europe,United States,Romania,United States,US-Born,Married US-born
1990,3385190,2,30.0,1,2,35,1.0,7,4,210,21040,,7.0,4.0,6.0,600.0,,Central America/Caribbean,United States,Central America (ns),United States,US-Born,Married US-born
1930,1584864,1,20.69,2,1,59,1.0,1,0,453,45300,5.0,1.0,0.0,453.0,45300.0,5.0,Poland,Poland,Poland,Poland,Poland,Same Country
1900,448429,1,19.7,2,1,49,1.0,1,0,452,45211,5.0,1.0,0.0,452.0,45211.0,5.0,Central Europe,Central Europe,Czechoslovakia,Czechoslovakia,Czechoslovakia,Same Country
2020,1233562,2,10.0,1,2,42,1.0,6,0,518,51800,,6.0,0.0,521.0,52100.0,,Southeast Asia,India,Thailand,India,India,Different Region
2000,4189132,2,23.0,1,2,57,1.0,1,0,421,42100,,4.0,0.0,500.0,50000.0,,Germany,China,Germany,China,China,Different Region
1980,1498768,2,20.0,1,2,42,1.0,6,0,517,51700,,1.0,0.0,17.0,1700.0,,Vietnam,United States,Vietnam,United States,US-Born,Married US-born
2015,2969765,2,5.0,1,2,60,1.0,1,0,150,15000,,1.0,0.0,25.0,2500.0,,Canada,United States,Canada,United States,US-Born,Married US-born
2015,838512,1,13.0,2,2,51,1.0,6,0,518,51800,,6.0,0.0,518.0,51800.0,,Southeast Asia,Southeast Asia,Thailand,Thailand,Thailand,Same Country
2023,5994757,2,8.0,1,2,45,1.0,1,0,425,42500,,1.0,0.0,425.0,42500.0,,Austria,Austria,Austria,Austria,Austria,Same Country
2020,3035588,2,15.0,1,1,34,1.0,4,0,500,50000,,4.0,0.0,500.0,50000.0,,China,China,China,China,China,Same Country
2023,6798689,1,67.0,2,1,42,1.0,2,0,600,60053,,2.0,0.0,600.0,60053.0,,Africa,Africa,Africa (ns),Africa (ns),Africa (ns),Same Country
2020,2167519,1,14.0,2,1,62,1.0,1,1,200,20000,,1.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
2015,5721672,1,10.0,2,1,56,1.0,1,1,200,20000,,1.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
2010,652227,2,13.0,1,1,41,1.0,7,1,200,20000,,7.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
2015,1135292,2,14.0,1,2,55,1.0,1,0,210,21070,,1.0,0.0,20.0,2000.0,,Central America/Caribbean,United States,Central America (ns),United States,US-Born,Married US-born
1930,895705,1,20.27,2,1,32,1.0,1,0,150,15010,5.0,1.0,0.0,150.0,15010.0,5.0,Canada,Canada,Canada,Canada,Canada,Same Country
2010,4896380,2,26.0,1,2,33,1.0,7,4,210,21050,,1.0,0.0,42.0,4200.0,,Central America/Caribbean,United States,Central America (ns),United States,US-Born,Married US-born
1980,514336,1,20.0,2,1,47,1.0,1,1,200,20000,,1.0,4.0,210.0,21030.0,,Mexico,Central America/Caribbean,Mexico,Central America (ns),Central America (ns),Different Region
2020,406690,2,39.0,1,2,72,1.0,1,0,434,43400,,1.0,2.0,110.0,11000.0,,Scandinavia,US Territory,Iceland,Puerto Rico,Puerto Rico,Different Region
2023,1488787,1,98.0,2,2,61,1.0,8,3,250,25000,,8.0,3.0,250.0,25000.0,,Central America/Caribbean,Central America/Caribbean,Cuba,Cuba,Cuba,Same Country
2015,5607226,2,9.0,1,2,50,1.0,1,0,411,41100,,1.0,0.0,410.0,41000.0,,United Kingdom,Ireland,Channel Islands,Ireland,Ireland,Different Region
1930,1215603,1,20.08,2,1,36,1.0,1,0,465,46500,5.0,1.0,0.0,465.0,46500.0,5.0,Spain/Portugal,Spain/Portugal,Spain,Spain,Spain,Same Country
1900,500228,1,19.31,2,1,36,1.0,1,0,150,15010,5.0,1.0,0.0,36.0,3600.0,1.0,Canada,United States,Canada,United States,US-Born,Married US-born
1900,442032,1,19.73,2,1,37,1.0,1,0,405,40500,5.0,1.0,0.0,31.0,3100.0,4.0,United Kingdom,United States,United Kingdom (ns),United States,US-Born,Married US-born
1930,127728,1,20.52,2,1,50,1.0,1,0,453,45300,5.0,1.0,0.0,450.0,45000.0,5.0,Poland,Central Europe,Poland,Austria-Hungary (ns),Austria-Hungary (ns),Different Region
2023,3928129,1,19.0,2,1,31,1.0,6,0,521,52100,,6.0,0.0,521.0,52100.0,,India,India,India,India,India,Same Country
1930,965280,2,20.3,1,2,48,1.0,1,0,465,46500,5.0,1.0,0.0,36.0,3600.0,4.0,Spain/Portugal,United States,Spain,United States,US-Born,Married US-born
2010,1246639,1,19.0,2,2,73,1.0,1,0,411,41100,,1.0,0.0,9.0,900.0,,United Kingdom,United States,Channel Islands,United States,US-Born,Married US-born
1990,4388503,2,29.0,1,2,44,1.0,1,0,400,40000,,1.0,0.0,46.0,4600.0,,United Kingdom,United States,England,United States,US-Born,Married US-born
2023,6793175,2,11.0,1,1,48,1.0,1,0,410,41000,,1.0,0.0,56.0,5600.0,,Ireland,United States,Ireland,United States,US-Born,Married US-born
1900,256721,2,19.9,1,2,58,1.0,1,0,414,41400,5.0,1.0,0.0,414.0,41400.0,5.0,United Kingdom,United Kingdom,Code 414,Code 414,Code 414,Same Country
1980,2757464,2,20.0,1,2,43,1.0,1,3,250,25000,,1.0,2.0,110.0,11000.0,,Central America/Caribbean,US Territory,Cuba,Puerto Rico,Puerto Rico,Different Region
2000,5039849,2,15.0,1,2,44,1.0,7,1,200,20000,,7.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
1930,297559,1,20.18,2,1,35,1.0,1,0,522,52200,5.0,1.0,0.0,522.0,52200.0,5.0,South Asia,South Asia,Pakistan,Pakistan,Pakistan,Same Country
1990,4467765,1,26.0,2,1,44,1.0,1,0,436,43600,,1.0,0.0,436.0,43600.0,,Western Europe,Western Europe,Netherlands,Netherlands,Netherlands,Same Country
1930,1553069,2,20.03,1,2,49,1.0,1,0,405,40500,5.0,1.0,0.0,55.0,5500.0,2.0,United Kingdom,United States,United Kingdom (ns),United States,US-Born,Married US-born
2010,4744307,2,4.0,1,2,33,1.0,1,0,425,42500,,1.0,0.0,41.0,4100.0,,Austria,United States,Austria,United States,US-Born,Married US-born
2010,3773409,2,31.0,1,2,35,1.0,6,0,515,51500,,1.0,0.0,36.0,3600.0,,Philippines,United States,Philippines,United States,US-Born,Married US-born
1980,4479196,2,20.0,1,1,35,1.0,1,1,900,90010,,1.0,0.0,26.0,2600.0,,Born Abroad (US parents),United States,Born abroad (US parents),United States,US-Born,Married US-born
2023,600109,2,15.0,1,1,62,1.0,4,0,500,50000,,4.0,0.0,500.0,50000.0,,China,China,China,China,China,Same Country
1980,3189131,2,20.0,1,2,24,1.0,2,0,260,26030,,2.0,0.0,260.0,26030.0,,Central America/Caribbean,Central America/Caribbean,West Indies (ns),West Indies (ns),West Indies (ns),Same Country
2020,3505161,1,76.0,2,1,45,1.0,1,2,200,20000,,1.0,2.0,110.0,11000.0,,Mexico,US Territory,Mexico,Puerto Rico,Puerto Rico,Different Region
2000,2731593,1,19.0,2,1,65,1.0,1,0,414,41400,,1.0,0.0,8.0,800.0,,United Kingdom,United States,Code 414,United States,US-Born,Married US-born
1900,710052,1,19.89,2,1,45,1.0,1,0,453,45300,5.0,1.0,0.0,42.0,4200.0,1.0,Poland,United States,Poland,United States,US-Born,Married US-born
2000,2776235,1,26.0,2,1,60,1.0,1,0,522,52200,,1.0,0.0,522.0,52200.0,,South Asia,South Asia,Pakistan,Pakistan,Pakistan,Same Country
2023,456804,2,17.0,1,2,72,1.0,6,0,502,50200,,6.0,0.0,502.0,50200.0,,Korea,Korea,Korea,Korea,Korea,Same Country
2010,299611,2,7.0,1,2,68,1.0,1,3,250,25000,,1.0,3.0,250.0,25000.0,,Central America/Caribbean,Central America/Caribbean,Cuba,Cuba,Cuba,Same Country
1990,932296,1,14.0,2,1,36,1.0,1,0,436,43600,,1.0,0.0,9.0,900.0,,Western Europe,United States,Netherlands,United States,US-Born,Married US-born
1940,173125,2,100.0,1,2,34,1.0,1,0,414,41400,0.0,1.0,0.0,414.0,41400.0,5.0,United Kingdom,United Kingdom,Code 414,Code 414,Code 414,Same Country
1990,212268,2,15.0,1,2,28,1.0,6,0,518,51800,,6.0,0.0,518.0,51800.0,,Southeast Asia,Southeast Asia,Thailand,Thailand,Thailand,Same Country
2023,4926406,1,28.0,2,1,42,1.0,1,0,600,60011,,1.0,0.0,600.0,60011.0,,Africa,Africa,Africa (ns),Africa (ns),Africa (ns),Same Country
1990,3759555,3,42.0,2,2,29,1.0,1,3,250,25000,,1.0,0.0,36.0,3600.0,,Central America/Caribbean,United States,Cuba,United States,US-Born,Married US-born
2015,661574,2,28.0,1,2,30,1.0,2,0,600,60031,,2.0,0.0,600.0,60031.0,,Africa,Africa,Africa (ns),Africa (ns),Africa (ns),Same Country
2015,3128692,7,10.0,4,1,30,1.0,1,1,200,20000,,1.0,0.0,26.0,2600.0,,Mexico,United States,Mexico,United States,US-Born,Married US-born
1980,440579,2,20.0,1,2,35,1.0,1,1,200,20000,,1.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
1990,5194147,1,27.0,2,2,40,1.0,1,0,210,21050,,1.0,0.0,36.0,3600.0,,Central America/Caribbean,United States,Central America (ns),United States,US-Born,Married US-born
2015,1683511,2,13.0,1,2,76,1.0,1,0,420,42000,,1.0,0.0,36.0,3600.0,,Germany,United States,Germany,United States,US-Born,Married US-born
2020,512838,1,14.0,2,1,52,1.0,7,1,200,20000,,7.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
1990,3701420,2,20.0,1,1,66,1.0,1,0,414,41400,,1.0,0.0,413.0,41300.0,,United Kingdom,United Kingdom,Code 414,United Kingdom (ns),United Kingdom (ns),Same Region
1980,3074783,2,20.0,1,2,62,1.0,1,0,450,45000,,1.0,0.0,42.0,4200.0,,Central Europe,United States,Austria-Hungary (ns),United States,US-Born,Married US-born
1990,4889497,1,22.0,2,1,57,1.0,7,1,200,20000,,7.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
1990,701532,2,26.0,1,2,21,1.0,7,4,210,21040,,7.0,1.0,200.0,20000.0,,Central America/Caribbean,Mexico,Central America (ns),Mexico,Mexico,Different Region
2023,2181820,1,6.0,2,1,73,1.0,1,0,455,45500,,1.0,0.0,455.0,45500.0,,Central Europe,Central Europe,Romania,Romania,Romania,Same Country
2000,2298358,2,37.0,1,2,46,1.0,6,0,521,52100,,6.0,0.0,521.0,52100.0,,India,India,India,India,India,Same Country
1990,5226887,2,18.0,1,2,34,1.0,5,0,501,50100,,2.0,0.0,51.0,5100.0,,Japan,United States,Japan,United States,US-Born,Married US-born
2010,664137,2,17.0,1,2,28,1.0,4,0,500,50040,,4.0,0.0,500.0,50040.0,,China,China,China,China,China,Same Country
2000,2599281,6,21.0,4,2,27,1.0,1,1,200,20000,,1.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
2015,4385877,1,26.0,2,1,63,1.0,1,0,421,42100,,4.0,0.0,36.0,3600.0,,Germany,United States,Germany,United States,US-Born,Married US-born
2020,1918475,1,6.0,2,1,57,1.0,6,0,515,51500,,6.0,0.0,515.0,51500.0,,Philippines,Philippines,Philippines,Philippines,Philippines,Same Country
2020,711924,2,12.0,1,1,38,1.0,6,0,521,52100,,6.0,0.0,521.0,52100.0,,India,India,India,India,India,Same Country
2023,3859441,1,18.0,2,1,39,1.0,1,0,410,41000,,1.0,0.0,410.0,41000.0,,Ireland,Ireland,Ireland,Ireland,Ireland,Same Country
2000,497340,5,14.0,6,1,67,1.0,6,0,521,52100,,6.0,0.0,521.0,52100.0,,India,India,India,India,India,Same Country
1900,516826,2,19.66,1,2,35,1.0,1,0,150,15010,5.0,1.0,0.0,36.0,3600.0,3.0,Canada,United States,Canada,United States,US-Born,Married US-born
2010,2632270,1,9.0,2,1,50,1.0,6,0,500,50040,,6.0,0.0,500.0,50040.0,,China,China,China,China,China,Same Country
2010,2722495,1,26.0,2,2,41,1.0,4,0,500,50000,,4.0,0.0,500.0,50000.0,,China,China,China,China,China,Same Country
2000,2759711,2,24.0,1,2,45,1.0,6,0,502,50200,,6.0,0.0,502.0,50200.0,,Korea,Korea,Korea,Korea,Korea,Same Country
2020,6571983,2,17.0,1,2,46,1.0,1,0,421,42100,,1.0,0.0,53.0,5300.0,,Germany,United States,Germany,United States,US-Born,Married US-born
2000,2664634,2,23.0,1,2,32,1.0,7,1,200,20000,,7.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
2023,4047072,1,59.0,2,1,63,1.0,8,4,260,26010,,8.0,4.0,260.0,26010.0,,Central America/Caribbean,Central America/Caribbean,West Indies (ns),West Indies (ns),West Indies (ns),Same Country
1990,555765,1,19.0,2,1,58,1.0,1,0,456,45600,,1.0,0.0,452.0,45200.0,,Central Europe,Central Europe,Albania,Czechoslovakia,Czechoslovakia,Same Region
2020,422446,2,24.0,1,2,54,1.0,4,0,500,50000,,1.0,0.0,24.0,2400.0,,China,United States,China,United States,US-Born,Married US-born
1930,784532,2,20.24,1,2,65,1.0,1,0,400,40000,5.0,1.0,0.0,400.0,40000.0,5.0,United Kingdom,United Kingdom,England,England,England,Same Country
2010,3548891,2,9.0,1,1,70,1.0,1,0,434,43400,,1.0,0.0,34.0,3400.0,,Scandinavia,United States,Iceland,United States,US-Born,Married US-born
2023,1475815,2,10.0,1,1,56,1.0,8,3,200,20000,,8.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
2020,5705520,2,8.0,1,2,56,1.0,1,4,200,20000,,1.0,4.0,210.0,21030.0,,Mexico,Central America/Caribbean,Mexico,Central America (ns),Central America (ns),Different Region
1940,327316,1,100.0,2,1,43,1.0,1,0,404,40400,0.0,1.0,0.0,404.0,40400.0,5.0,United Kingdom,United Kingdom,Northern Ireland,Northern Ireland,Northern Ireland,Same Country
2010,5455122,1,101.0,2,1,48,1.0,1,2,110,11000,,1.0,4.0,300.0,30025.0,,US Territory,South America,Puerto Rico,South America (ns),South America (ns),Different Region
2020,340226,4,15.0,5,1,74,1.0,6,0,515,51500,,6.0,0.0,515.0,51500.0,,Philippines,Philippines,Philippines,Philippines,Philippines,Same Country
1900,830981,2,19.69,1,2,29,1.0,1,0,401,40100,5.0,1.0,0.0,401.0,40100.0,5.0,United Kingdom,United Kingdom,Scotland,Scotland,Scotland,Same Country
2023,3408142,1,20.0,2,2,37,1.0,9,2,110,11000,,9.0,2.0,110.0,11000.0,,US Territory,US Territory,Puerto Rico,Puerto Rico,Puerto Rico,Same Country
2010,3221968,1,18.0,2,1,50,1.0,1,0,150,15000,,1.0,0.0,150.0,15000.0,,Canada,Canada,Canada,Canada,Canada,Same Country
1980,1024717,1,20.0,2,1,59,1.0,1,0,150,15000,,1.0,0.0,150.0,15000.0,,Canada,Canada,Canada,Canada,Canada,Same Country
1990,1251195,2,19.0,1,2,34,1.0,1,0,453,45300,,1.0,0.0,29.0,2900.0,,Poland,United States,Poland,United States,US-Born,Married US-born
1990,5184688,1,21.0,2,1,42,1.0,7,4,210,21030,,7.0,0.0,900.0,90010.0,,Central America/Caribbean,Born Abroad (US parents),Central America (ns),Born abroad (US parents),Born abroad (US parents),Different Region
2000,995951,2,32.0,1,2,33,1.0,7,4,210,21030,,7.0,4.0,210.0,21030.0,,Central America/Caribbean,Central America/Caribbean,Central America (ns),Central America (ns),Central America (ns),Same Country
2020,5299150,2,28.0,1,1,74,1.0,1,0,405,40500,,1.0,0.0,42.0,4200.0,,United Kingdom,United States,United Kingdom (ns),United States,US-Born,Married US-born
1980,170164,1,20.0,2,1,81,1.0,1,0,426,42600,,1.0,0.0,21.0,2100.0,,Switzerland,United States,Switzerland,United States,US-Born,Married US-born
2000,4922498,1,24.0,2,1,38,1.0,6,0,521,52100,,6.0,0.0,521.0,52100.0,,India,India,India,India,India,Same Country
2023,2065911,2,19.0,1,2,45,1.0,8,0,438,43800,,1.0,0.0,16.0,1600.0,,France,United States,France,United States,US-Born,Married US-born
1990,2265275,2,21.0,1,2,26,1.0,6,0,518,51800,,6.0,0.0,518.0,51800.0,,Southeast Asia,Southeast Asia,Thailand,Thailand,Thailand,Same Country
2010,2838743,2,26.0,1,2,52,1.0,1,0,537,53700,,1.0,0.0,537.0,53700.0,,Middle East,Middle East,Iran,Iran,Iran,Same Country
1920,14681501,1,102.87,2,1,44,1.0,1,0,452,45212,5.0,1.0,0.0,455.0,45500.0,5.0,Central Europe,Central Europe,Czechoslovakia,Romania,Romania,Same Region
2010,5763814,2,35.0,1,2,34,1.0,7,1,200,20000,,7.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
2015,3803163,2,11.0,1,2,55,1.0,1,0,542,54200,,1.0,0.0,542.0,54200.0,,Middle East,Middle East,Middle East (ns),Middle East (ns),Middle East (ns),Same Country
2015,1535767,1,12.0,2,2,72,1.0,1,0,454,45400,,1.0,0.0,434.0,43400.0,,Central Europe,Scandinavia,Bulgaria,Iceland,Iceland,Different Region
2015,6198763,1,12.0,2,1,62,1.0,1,0,436,43600,,6.0,0.0,517.0,51700.0,,Western Europe,Vietnam,Netherlands,Vietnam,Vietnam,Different Region
2020,2795871,2,14.0,1,2,39,1.0,4,0,500,50000,,4.0,0.0,500.0,50000.0,,China,China,China,China,China,Same Country
2000,3103407,4,11.0,5,1,43,1.0,1,1,200,20000,,1.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
