YEAR,SERIAL,PERNUM,PERWT,SPLOC,SEX,AGE,MARST,RACE,HISPAN,BPL,BPLD,NATIVITY,RACE_SP,HISPAN_SP,BPL_SP,BPLD_SP,NATIVITY_SP,REGION,REGION_SP,COUNTRY,COUNTRY_SP,SPOUSE_CATEGORY,MARRIAGE_TYPE
2010,6112338,2,25.0,1,2,43,1.0,6,0,515,51500,,1.0,0.0,48.0,4800.0,,Philippines,United States,Philippines,United States,US-Born,Married US-born
2020,1237845,2,16.0,3,1,83,1.0,6,0,521,52100,,6.0,0.0,521.0,52100.0,,India,India,India,India,India,Same Country
2020,3811245,1,23.0,2,1,55,1.0,1,3,250,25000,,1.0,0.0,34.0,3400.0,,Central America/Caribbean,United States,Cuba,United States,US-Born,Married US-born
2023,931976,1,10.0,2,2,54,1.0,6,0,515,51500,,6.0,0.0,515.0,51500.0,,Philippines,Philippines,Philippines,Philippines,Philippines,Same Country
2015,432579,3,9.0,8,2,33,1.0,1,1,200,20000,,1.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
1990,1247768,1,19.0,2,1,61,1.0,1,3,250,25000,,1.0,3.0,250.0,25000.0,,Central America/Caribbean,Central America/Caribbean,Cuba,Cuba,Cuba,Same Country
2023,2045436,1,6.0,2,1,31,1.0,7,1,200,20000,,7.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
1990,2533754,2,12.0,1,2,40,1.0,1,0,425,42500,,1.0,0.0,26.0,2600.0,,Austria,United States,Austria,United States,US-Born,Married US-born
1900,723682,2,19.44,1,2,39,1.0,1,0,411,41100,5.0,1.0,0.0,411.0,41100.0,5.0,United Kingdom,United Kingdom,Channel Islands,Channel Islands,Channel Islands,Same Country
1930,1222921,2,20.08,1,2,42,1.0,1,0,434,43400,5.0,1.0,0.0,434.0,43400.0,5.0,Scandinavia,Scandinavia,Iceland,Iceland,Iceland,Same Country
1900,659585,2,19.79,1,2,40,1.0,1,0,453,45300,5.0,1.0,0.0,453.0,45300.0,5.0,Poland,Poland,Poland,Poland,Poland,Same Country
1980,4265541,1,20.0,2,1,55,1.0,1,0,433,43300,,1.0,0.0,433.0,43300.0,,Scandinavia,Scandinavia,Finland,Finland,Finland,Same Country
2015,486551,2,13.0,1,2,50,1.0,4,0,500,50040,,4.0,0.0,500.0,50040.0,,China,China,China,China,China,Same Country
2020,207924,2,11.0,1,2,45,1.0,7,1,200,20000,,8.0,1.0,6.0,600.0,,Mexico,United States,Mexico,United States,US-Born,Married US-born
1920,12620201,1,102.34,2,1,32,1.0,1,0,465,46500,5.0,1.0,0.0,456.0,45600.0,5.0,Spain/Portugal,Central Europe,Spain,Albania,Albania,Different Region
1980,3237731,1,20.0,2,1,68,1.0,1,0,457,45700,,1.0,0.0,457.0,45700.0,,Central Europe,Central Europe,Yugoslavia,Yugoslavia,Yugoslavia,Same Country
2023,1684580,1,11.0,2,2,48,1.0,2,0,260,26030,,2.0,0.0,260.0,26030.0,,Central America/Caribbean,Central America/Caribbean,West Indies (ns),West Indies (ns),West Indies (ns),Same Country
2015,1037857,2,12.0,1,2,53,1.0,1,0,300,30015,,1.0,0.0,300.0,30015.0,,South America,South America,South America (ns),South America (ns),South America (ns),Same Country
1990,313874,7,10.0,8,2,27,1.0,4,0,518,51800,,4.0,0.0,900.0,90010.0,,Southeast Asia,Born Abroad (US parents),Thailand,Born abroad (US parents),Born abroad (US parents),Different Region
2023,412638,2,18.0,1,2,35,1.0,1,0,541,54100,,1.0,0.0,541.0,54100.0,,Middle East,Middle East,Lebanon,Lebanon,Lebanon,Same Country
2010,5948780,1,9.0,2,2,46,1.0,6,0,502,50200,,6.0,0.0,502.0,50200.0,,Korea,Korea,Korea,Korea,Korea,Same Country
1930,686624,2,20.74,1,2,51,1.0,1,0,453,45300,5.0,1.0,0.0,55.0,5500.0,4.0,Poland,United States,Poland,United States,US-Born,Married US-born
1910,12587401,1,100.0,2,1,65,1.0,1,0,453,45300,5.0,1.0,0.0,453.0,45300.0,5.0,Poland,Poland,Poland,Poland,Poland,Same Country
2015,6185221,2,13.0,1,1,49,1.0,1,1,200,20000,,1.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
1990,2607259,1,19.0,2,1,28,1.0,1,0,534,53410,,1.0,0.0,26.0,2600.0,,Middle East,United States,Syria,United States,US-Born,Married US-born
2023,3257346,2,3.0,1,2,48,1.0,4,0,521,52100,,4.0,0.0,521.0,52100.0,,India,India,India,India,India,Same Country
1880,4966701,1,112.31,2,1,30,1.0,1,0,410,41000,5.0,1.0,0.0,39.0,3900.0,1.0,Ireland,United States,Ireland,United States,US-Born,Married US-born
2023,5776120,1,22.0,2,1,30,1.0,1,0,535,53500,,1.0,0.0,540.0,54000.0,,Middle East,Middle East,Turkey,Jordan,Jordan,Same Region
2000,1488734,1,19.0,2,1,47,1.0,6,0,518,51800,,6.0,0.0,518.0,51800.0,,Southeast Asia,Southeast Asia,Thailand,Thailand,Thailand,Same Country
2010,370445,1,13.0,2,1,30,1.0,1,4,300,30005,,1.0,1.0,6.0,600.0,,South America,United States,South America (ns),United States,US-Born,Married US-born
2010,3344067,2,20.0,1,2,79,1.0,6,0,502,50200,,6.0,0.0,502.0,50200.0,,Korea,Korea,Korea,Korea,Korea,Same Country
2023,401834,2,53.0,1,1,43,1.0,2,0,600,60023,,2.0,0.0,600.0,60023.0,,Africa,Africa,Africa (ns),Africa (ns),Africa (ns),Same Country
2023,772465,1,57.0,2,1,65,1.0,1,0,522,52200,,1.0,0.0,522.0,52200.0,,South Asia,South Asia,Pakistan,Pakistan,Pakistan,Same Country
1990,3774048,2,17.0,1,2,38,1.0,1,0,150,15000,,1.0,0.0,36.0,3600.0,,Canada,United States,Canada,United States,US-Born,Married US-born
2020,975965,2,8.0,1,2,66,1.0,4,0,500,50000,,4.0,0.0,500.0,50000.0,,China,China,China,China,China,Same Country
2000,5555432,3,18.0,4,1,29,1.0,6,0,502,50200,,6.0,0.0,502.0,50200.0,,Korea,Korea,Korea,Korea,Korea,Same Country
1940,265460,1,100.0,2,1,60,1.0,1,0,150,15080,0.0,1.0,0.0,26.0,2600.0,4.0,Canada,United States,Canada,United States,US-Born,Married US-born
2015,4427389,1,23.0,2,1,39,1.0,6,0,521,52100,,1.0,0.0,36.0,3600.0,,India,United States,India,United States,US-Born,Married US-born
1980,2668988,1,20.0,2,1,51,1.0,1,0,453,45310,,1.0,0.0,453.0,45310.0,,Poland,Poland,Poland,Poland,Poland,Same Country
1990,3806607,2,23.0,1,2,33,1.0,7,4,300,30025,,7.0,4.0,300.0,30025.0,,South America,South America,South America (ns),South America (ns),South America (ns),Same Country
1980,374907,2,20.0,1,1,77,1.0,1,0,434,43400,,1.0,0.0,434.0,43400.0,,Scandinavia,Scandinavia,Iceland,Iceland,Iceland,Same Country
2023,2184315,2,11.0,1,1,43,1.0,4,0,500,50000,,4.0,0.0,500.0,50000.0,,China,China,China,China,China,Same Country
1940,368203,1,100.0,2,1,69,1.0,1,0,434,43400,5.0,1.0,0.0,434.0,43400.0,0.0,Scandinavia,Scandinavia,Iceland,Iceland,Iceland,Same Country
2023,5975887,1,21.0,2,1,65,1.0,6,0,515,51500,,6.0,0.0,515.0,51500.0,,Philippines,Philippines,Philippines,Philippines,Philippines,Same Country
2000,2468988,2,21.0,1,2,69,1.0,8,1,200,20000,,7.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
2000,360046,1,10.0,2,2,26,1.0,2,0,115,11500,,2.0,0.0,12.0,1200.0,,US Territory,United States,US Virgin Islands,United States,US-Born,Married US-born
2023,4069641,2,17.0,1,1,72,1.0,1,0,150,15000,,1.0,0.0,150.0,15000.0,,Canada,Canada,Canada,Canada,Canada,Same Country
1990,1750046,2,12.0,1,2,62,1.0,7,4,300,30025,,7.0,4.0,300.0,30025.0,,South America,South America,South America (ns),South America (ns),South America (ns),Same Country
1980,999173,1,20.0,2,1,71,1.0,1,0,455,45500,,1.0,0.0,36.0,3600.0,,Central Europe,United States,Romania,United States,US-Born,Married US-born
2023,444157,2,15.0,1,2,46,1.0,6,0,518,51800,,6.0,0.0,518.0,51800.0,,Southeast Asia,Southeast Asia,Thailand,Thailand,Thailand,Same Country
2020,1307074,1,29.0,2,1,36,1.0,2,0,260,26020,,2.0,0.0,260.0,26020.0,,Central America/Caribbean,Central America/Caribbean,West Indies (ns),West Indies (ns),West Indies (ns),Same Country
2010,691785,1,16.0,2,1,59,1.0,1,0,537,53700,,1.0,0.0,6.0,600.0,,Middle East,United States,Iran,United States,US-Born,Married US-born
2020,3194039,2,7.0,1,2,46,1.0,1,0,425,42500,,1.0,0.0,26.0,2600.0,,Austria,United States,Austria,United States,US-Born,Married US-born
2010,1003374,2,17.0,1,2,65,1.0,1,4,210,21030,,1.0,4.0,210.0,21030.0,,Central America/Caribbean,Central America/Caribbean,Central America (ns),Central America (ns),Central America (ns),Same Country
2023,2270011,1,17.0,2,2,48,1.0,6,0,521,52100,,6.0,0.0,521.0,52100.0,,India,India,India,India,India,Same Country
2015,781582,2,15.0,1,2,70,1.0,7,1,200,20000,,1.0,0.0,47.0,4700.0,,Mexico,United States,Mexico,United States,US-Born,Married US-born
2023,560222,1,24.0,2,1,67,1.0,8,4,300,30050,,8.0,4.0,300.0,30050.0,,South America,South America,South America (ns),South America (ns),South America (ns),Same Country
2010,5383298,4,68.0,5,1,41,1.0,1,1,200,20000,,1.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
2020,1673893,2,59.0,1,2,63,1.0,1,3,250,25000,,1.0,3.0,250.0,25000.0,,Central America/Caribbean,Central America/Caribbean,Cuba,Cuba,Cuba,Same Country
1990,5093929,2,38.0,1,2,35,1.0,6,0,515,51500,,1.0,0.0,42.0,4200.0,,Philippines,United States,Philippines,United States,US-Born,Married US-born
2015,1552564,1,56.0,2,2,54,1.0,1,4,300,30025,,1.0,4.0,300.0,30025.0,,South America,South America,South America (ns),South America (ns),South America (ns),Same Country
2020,4011721,1,32.0,2,1,44,1.0,6,0,521,52110,,6.0,0.0,521.0,52110.0,,India,India,India,India,India,Same Country
2020,4358050,1,60.0,2,2,52,1.0,7,4,260,26010,,7.0,4.0,260.0,26010.0,,Central America/Caribbean,Central America/Caribbean,West Indies (ns),West Indies (ns),West Indies (ns),Same Country
2010,4080998,2,44.0,1,2,26,1.0,1,0,455,45500,,1.0,0.0,455.0,45500.0,,Central Europe,Central Europe,Romania,Romania,Romania,Same Country
2020,375766,2,11.0,1,2,55,1.0,6,0,515,51500,,6.0,0.0,515.0,51500.0,,Philippines,Philippines,Philippines,Philippines,Philippines,Same Country
2023,6482801,2,10.0,1,2,45,1.0,1,4,210,21070,,2.0,4.0,210.0,21070.0,,Central America/Caribbean,Central America/Caribbean,Central America (ns),Central America (ns),Central America (ns),Same Country
2015,3335726,1,20.0,2,1,56,1.0,6,0,518,51800,,6.0,0.0,518.0,51800.0,,Southeast Asia,Southeast Asia,Thailand,Thailand,Thailand,Same Country
2010,4956959,1,24.0,2,1,42,1.0,6,0,521,52100,,6.0,0.0,521.0,52100.0,,India,India,India,India,India,Same Country
2010,5366210,1,18.0,2,1,44,1.0,4,0,500,50000,,4.0,0.0,500.0,50000.0,,China,China,China,China,China,Same Country
2023,4547868,3,5.0,2,2,49,1.0,7,0,300,30040,,7.0,0.0,300.0,30040.0,,South America,South America,South America (ns),South America (ns),South America (ns),Same Country
2023,165699,3,37.0,6,2,30,1.0,8,1,200,20000,,8.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
2020,1589550,1,68.0,2,1,90,1.0,1,4,300,30030,,1.0,4.0,300.0,30030.0,,South America,South America,South America (ns),South America (ns),South America (ns),Same Country
2015,5657146,2,9.0,1,2,74,1.0,1,0,425,42500,,1.0,0.0,425.0,42500.0,,Austria,Austria,Austria,Austria,Austria,Same Country
1900,859109,1,19.68,2,1,55,1.0,1,0,410,41000,5.0,1.0,0.0,42.0,4200.0,1.0,Ireland,United States,Ireland,United States,US-Born,Married US-born
1980,513617,2,20.0,1,2,55,1.0,1,1,200,20000,,1.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
2023,150775,2,11.0,1,1,40,1.0,1,0,453,45300,,1.0,0.0,56.0,5600.0,,Poland,United States,Poland,United States,US-Born,Married US-born
1980,2767108,1,20.0,2,1,24,1.0,1,4,210,21040,,1.0,0.0,34.0,3400.0,,Central America/Caribbean,United States,Central America (ns),United States,US-Born,Married US-born
1980,318191,1,20.0,2,1,40,1.0,1,0,434,43400,,1.0,0.0,27.0,2700.0,,Scandinavia,United States,Iceland,United States,US-Born,Married US-born
2000,521271,1,23.0,2,1,44,1.0,6,0,521,52100,,6.0,0.0,521.0,52100.0,,India,India,India,India,India,Same Country
1900,43657,1,20.51,2,1,39,1.0,1,0,410,41000,5.0,1.0,0.0,414.0,41400.0,5.0,Ireland,United Kingdom,Ireland,Code 414,Code 414,Different Region
2023,4062915,1,15.0,2,1,54,1.0,1,0,522,52200,,1.0,0.0,26.0,2600.0,,South Asia,United States,Pakistan,United States,US-Born,Married US-born
2000,5782496,2,29.0,1,2,44,1.0,6,0,515,51500,,2.0,0.0,26.0,2600.0,,Philippines,United States,Philippines,United States,US-Born,Married US-born
2010,4871974,2,21.0,1,2,57,1.0,1,0,434,43400,,1.0,0.0,42.0,4200.0,,Scandinavia,United States,Iceland,United States,US-Born,Married US-born
2023,3982175,2,26.0,1,2,43,1.0,6,0,501,50100,,6.0,0.0,521.0,52100.0,,Japan,India,Japan,India,India,Different Region
2020,1036878,4,19.0,5,2,71,1.0,6,0,515,51500,,6.0,0.0,515.0,51500.0,,Philippines,Philippines,Philippines,Philippines,Philippines,Same Country
1990,3235989,2,15.0,1,2,42,1.0,1,4,260,26010,,1.0,4.0,300.0,30020.0,,Central America/Caribbean,South America,West Indies (ns),South America (ns),South America (ns),Different Region
1990,5239502,2,31.0,1,2,82,1.0,1,0,434,43400,,1.0,0.0,50.0,5000.0,,Scandinavia,United States,Iceland,United States,US-Born,Married US-born
2023,1912852,2,35.0,1,1,55,1.0,1,0,414,41400,,1.0,0.0,13.0,1300.0,,United Kingdom,United States,Code 414,United States,US-Born,Married US-born
2015,778927,2,13.0,1,2,46,1.0,1,2,110,11000,,1.0,2.0,110.0,11000.0,,US Territory,US Territory,Puerto Rico,Puerto Rico,Puerto Rico,Same Country
2023,815067,2,22.0,1,2,49,1.0,3,4,210,21050,,8.0,1.0,6.0,600.0,,Central America/Caribbean,United States,Central America (ns),United States,US-Born,Married US-born
2020,1941865,2,8.0,1,2,57,1.0,6,0,515,51500,,6.0,0.0,15.0,1500.0,,Philippines,United States,Philippines,United States,US-Born,Married US-born
2023,400800,1,16.0,2,2,61,1.0,4,0,500,50010,,4.0,0.0,500.0,50000.0,,China,China,China,China,China,Same Country
2023,6198112,1,15.0,2,1,58,1.0,8,1,518,51800,,8.0,1.0,200.0,20000.0,,Southeast Asia,Mexico,Thailand,Mexico,Mexico,Different Region
2023,4552108,1,56.0,2,1,64,1.0,1,0,455,45500,,1.0,0.0,455.0,45500.0,,Central Europe,Central Europe,Romania,Romania,Romania,Same Country
2000,2916308,1,19.0,2,2,34,1.0,1,0,465,46530,,1.0,0.0,465.0,46530.0,,Spain/Portugal,Spain/Portugal,Spain,Spain,Spain,Same Country
2015,1840519,1,83.0,2,2,46,1.0,1,0,300,30015,,1.0,0.0,300.0,30015.0,,South America,South America,South America (ns),South America (ns),South America (ns),Same Country
2020,6410992,1,6.0,2,1,53,1.0,6,0,502,50200,,6.0,0.0,502.0,50200.0,,Korea,Korea,Korea,Korea,Korea,Same Country
2010,5137854,2,56.0,1,2,57,1.0,6,0,515,51500,,1.0,0.0,24.0,2400.0,,Philippines,United States,Philippines,United States,US-Born,Married US-born
2000,2678782,2,18.0,1,2,45,1.0,1,1,200,20000,,1.0,1.0,6.0,600.0,,Mexico,United States,Mexico,United States,US-Born,Married US-born
2023,708755,1,25.0,2,1,40,1.0,7,1,200,20000,,7.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
1900,326502,1,19.69,2,1,65,1.0,1,0,421,42100,5.0,1.0,0.0,453.0,45300.0,5.0,Germany,Poland,Germany,Poland,Poland,Different Region
2020,682493,2,9.0,1,2,79,1.0,1,4,210,21040,,1.0,4.0,210.0,21040.0,,Central America/Caribbean,Central America/Caribbean,Central America (ns),Central America (ns),Central America (ns),Same Country
2010,2474197,2,18.0,1,2,34,1.0,1,4,300,30050,,6.0,0.0,513.0,51300.0,,South America,Southeast Asia,South America (ns),Myanmar/Burma,Myanmar/Burma,Different Region
2015,822834,1,16.0,2,1,63,1.0,4,0,500,50000,,4.0,0.0,500.0,50040.0,,China,China,China,China,China,Same Country
2020,6281187,1,6.0,2,1,33,1.0,6,0,502,50200,,6.0,0.0,24.0,2400.0,,Korea,United States,Korea,United States,US-Born,Married US-born
2000,2687120,7,18.0,8,1,27,1.0,7,1,200,20000,,7.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
1910,10578701,4,101.0,5,1,31,1.0,1,0,405,40500,5.0,1.0,0.0,405.0,40500.0,5.0,United Kingdom,United Kingdom,United Kingdom (ns),United Kingdom (ns),United Kingdom (ns),Same Country
2020,856798,2,24.0,1,1,63,1.0,8,0,501,50100,,1.0,0.0,6.0,600.0,,Japan,United States,Japan,United States,US-Born,Married US-born
2000,2779894,2,16.0,1,2,36,1.0,4,0,500,50040,,1.0,0.0,55.0,5500.0,,China,United States,China,United States,US-Born,Married US-born
2010,968440,1,20.0,2,1,44,1.0,1,0,522,52200,,1.0,0.0,6.0,600.0,,South Asia,United States,Pakistan,United States,US-Born,Married US-born
2020,594887,1,13.0,2,1,35,1.0,7,4,210,21040,,7.0,1.0,200.0,20000.0,,Central America/Caribbean,Mexico,Central America (ns),Mexico,Mexico,Different Region
2020,1617698,1,18.0,2,1,43,1.0,1,3,250,25000,,1.0,0.0,45.0,4500.0,,Central America/Caribbean,United States,Cuba,United States,US-Born,Married US-born
1980,516698,1,20.0,2,1,35,1.0,6,0,502,50200,,6.0,0.0,502.0,50200.0,,Korea,Korea,Korea,Korea,Korea,Same Country
2015,4025144,1,32.0,2,2,74,1.0,1,4,260,26010,,1.0,4.0,260.0,26010.0,,Central America/Caribbean,Central America/Caribbean,West Indies (ns),West Indies (ns),West Indies (ns),Same Country
2020,951894,1,18.0,2,1,44,1.0,8,4,200,20000,,8.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
2000,1494948,1,23.0,2,1,52,1.0,6,0,515,51500,,6.0,0.0,515.0,51500.0,,Philippines,Philippines,Philippines,Philippines,Philippines,Same Country
2020,4243164,1,28.0,2,1,45,1.0,8,4,210,21030,,8.0,4.0,210.0,21030.0,,Central America/Caribbean,Central America/Caribbean,Central America (ns),Central America (ns),Central America (ns),Same Country
2000,5726528,1,14.0,2,1,63,1.0,1,0,150,15000,,1.0,0.0,150.0,15000.0,,Canada,Canada,Canada,Canada,Canada,Same Country
2023,3010927,2,15.0,1,2,38,1.0,6,0,521,52100,,6.0,0.0,521.0,52100.0,,India,India,India,India,India,Same Country
2010,5662461,1,35.0,2,1,65,1.0,1,1,200,20000,,1.0,1.0,48.0,4800.0,,Mexico,United States,Mexico,United States,US-Born,Married US-born
1990,4872024,2,14.0,1,2,24,1.0,7,1,200,20000,,7.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
2010,198879,2,18.0,1,2,36,1.0,4,0,500,50010,,4.0,0.0,500.0,50010.0,,China,China,China,China,China,Same Country
2010,650163,2,25.0,1,1,63,1.0,1,0,522,52200,,1.0,1.0,200.0,20000.0,,South Asia,Mexico,Pakistan,Mexico,Mexico,Different Region
2023,6643554,2,19.0,1,2,39,1.0,6,0,521,52100,,6.0,0.0,521.0,52100.0,,India,India,India,India,India,Same Country
1990,1244669,1,20.0,2,1,48,1.0,1,3,250,25000,,1.0,4.0,300.0,30025.0,,Central America/Caribbean,South America,Cuba,South America (ns),South America (ns),Different Region
2023,5260952,2,36.0,1,2,41,1.0,4,0,500,50000,,4.0,0.0,500.0,50000.0,,China,China,China,China,China,Same Country
1910,6822602,1,101.0,2,1,26,1.0,1,0,434,43400,5.0,1.0,0.0,434.0,43400.0,5.0,Scandinavia,Scandinavia,Iceland,Iceland,Iceland,Same Country
2023,5882296,1,17.0,2,1,67,1.0,1,0,300,30020,,1.0,0.0,300.0,30020.0,,South America,South America,South America (ns),South America (ns),South America (ns),Same Country
2023,4170780,2,27.0,1,2,54,1.0,1,0,456,45600,,8.0,0.0,453.0,45300.0,,Central Europe,Poland,Albania,Poland,Poland,Different Region
1930,616104,2,20.08,1,2,45,1.0,1,0,455,45500,5.0,1.0,0.0,455.0,45500.0,5.0,Central Europe,Central Europe,Romania,Romania,Romania,Same Country
2020,1598511,2,11.0,1,2,38,1.0,1,0,430,43000,,1.0,4.0,6.0,600.0,,Scandinavia,United States,Sweden,United States,US-Born,Married US-born
2015,4819408,1,17.0,2,1,44,1.0,6,0,521,52110,,6.0,0.0,521.0,52110.0,,India,India,India,India,India,Same Country
2020,4277046,2,14.0,1,1,59,1.0,6,4,515,51500,,6.0,0.0,515.0,51500.0,,Philippines,Philippines,Philippines,Philippines,Philippines,Same Country
1990,2721975,1,32.0,2,1,27,1.0,6,0,513,51300,,6.0,0.0,513.0,51300.0,,Southeast Asia,Southeast Asia,Myanmar/Burma,Myanmar/Burma,Myanmar/Burma,Same Country
2000,2654141,1,29.0,2,1,34,1.0,1,1,200,20000,,1.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
1930,61912,1,19.93,2,1,50,1.0,1,0,400,40000,5.0,1.0,0.0,458.0,45800.0,5.0,United Kingdom,Central Europe,England,North Macedonia,North Macedonia,Different Region
2023,6044753,1,12.0,2,1,46,1.0,7,4,300,30050,,7.0,4.0,300.0,30050.0,,South America,South America,South America (ns),South America (ns),South America (ns),Same Country
2010,3802244,1,21.0,2,1,42,1.0,7,1,200,20000,,7.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
2000,2363032,2,24.0,1,2,46,1.0,7,1,200,20000,,7.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
2000,4046172,1,16.0,2,2,67,1.0,1,0,434,43400,,1.0,0.0,434.0,43400.0,,Scandinavia,Scandinavia,Iceland,Iceland,Iceland,Same Country
2000,2814460,1,40.0,2,1,40,1.0,7,1,200,20000,,7.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
2010,997208,1,20.0,2,1,43,1.0,1,1,200,20000,,1.0,1.0,8.0,800.0,,Mexico,United States,Mexico,United States,US-Born,Married US-born
2023,4345808,2,24.0,1,2,52,1.0,1,0,430,43000,,1.0,0.0,430.0,43000.0,,Scandinavia,Scandinavia,Sweden,Sweden,Sweden,Same Country
2000,2592831,2,21.0,1,2,32,1.0,6,0,521,52100,,6.0,0.0,521.0,52100.0,,India,India,India,India,India,Same Country
2000,197006,1,20.0,2,1,36,1.0,1,4,300,30025,,1.0,4.0,300.0,30025.0,,South America,South America,South America (ns),South America (ns),South America (ns),Same Country
1980,3077576,2,20.0,1,2,22,1.0,2,4,300,30005,,2.0,2.0,36.0,3600.0,,South America,United States,South America (ns),United States,US-Born,Married US-born
2015,4963109,2,30.0,1,2,33,1.0,1,2,110,11000,,1.0,2.0,110.0,11000.0,,US Territory,US Territory,Puerto Rico,Puerto Rico,Puerto Rico,Same Country
2020,1883860,1,11.0,2,2,53,1.0,1,0,150,15000,,1.0,0.0,1.0,100.0,,Canada,United States,Canada,United States,US-Born,Married US-born
2023,1882716,1,19.0,2,1,48,1.0,6,0,521,52100,,6.0,0.0,521.0,52100.0,,India,India,India,India,India,Same Country
2023,842367,1,19.0,2,1,55,1.0,6,0,521,52100,,6.0,0.0,521.0,52100.0,,India,India,India,India,India,Same Country
1980,669558,1,20.0,2,1,24,1.0,1,1,900,90010,,1.0,1.0,200.0,20000.0,,Born Abroad (US parents),Mexico,Born abroad (US parents),Mexico,Mexico,Different Region
2010,3578751,2,14.0,1,2,60,1.0,1,0,452,45200,,1.0,0.0,36.0,3600.0,,Central Europe,United States,Czechoslovakia,United States,US-Born,Married US-born
2000,5122399,2,24.0,1,2,70,1.0,4,0,500,50000,,4.0,0.0,500.0,50000.0,,China,China,China,China,China,Same Country
2023,3245196,1,1.0,2,1,59,1.0,6,0,521,52100,,6.0,0.0,521.0,52100.0,,India,India,India,India,India,Same Country
2020,5879184,2,37.0,1,2,35,1.0,1,4,200,20000,,1.0,4.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
2000,427539,1,22.0,2,1,31,1.0,4,0,518,51800,,4.0,0.0,518.0,51800.0,,Southeast Asia,Southeast Asia,Thailand,Thailand,Thailand,Same Country
2020,665865,1,32.0,2,2,33,1.0,8,0,515,51500,,1.0,0.0,6.0,600.0,,Philippines,United States,Philippines,United States,US-Born,Married US-born
2023,6882332,2,11.0,1,2,36,1.0,4,0,500,50000,,4.0,0.0,47.0,4700.0,,China,United States,China,United States,US-Born,Married US-born
2023,6310607,2,22.0,1,2,65,1.0,7,1,200,20000,,7.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
2023,821888,1,14.0,2,1,49,1.0,7,1,200,20000,,7.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
1990,3782591,4,28.0,5,1,73,1.0,1,0,465,46500,,1.0,0.0,465.0,46500.0,,Spain/Portugal,Spain/Portugal,Spain,Spain,Spain,Same Country
